memberNumber,purchaseDate,itemName,Frequency
2093,2016-06-12,candy,1
4284,2016-10-14,salt,1
4449,2016-03-30,candy,1
4269,2016-04-01,dishes,1
1962,2016-04-05,hygiene articles,1
2250,2016-10-04,hard cheese,1
1743,2016-11-13,fruit/vegetable juice,1
1583,2016-07-28,newspapers,1
4295,2016-10-26,chocolate,1
1183,2016-06-29,pastry,1
2729,2016-03-21,sweet spreads,1
3078,2016-09-01,rolls/buns,1
3879,2016-06-25,canned vegetables,1
3472,2016-02-06,chocolate,1
4519,2016-11-03,brown bread,1
3275,2016-10-26,flour,1
1763,2016-09-13,domestic eggs,1
4619,2016-05-27,whole milk,1
2955,2016-06-05,white bread,1
2700,2016-11-15,yogurt,1
2830,2016-05-28,soda,1
4940,2016-08-21,sliced cheese,1
1311,2016-06-29,canned beer,1
4116,2016-05-01,detergent,1
1476,2016-03-22,newspapers,1
2918,2016-11-04,napkins,1
4121,2016-11-01,curd,1
1824,2016-11-01,sugar,1
4293,2016-07-05,flower (seeds),1
4308,2016-12-05,other vegetables,1
2998,2016-07-14,salty snack,1
2874,2016-01-05,ice cream,1
1281,2016-02-11,newspapers,1
3471,2016-01-14,rolls/buns,1
1936,2016-08-15,meat spreads,1
4163,2016-05-30,rolls/buns,1
3369,2016-12-29,rolls/buns,1
2335,2016-01-13,ice cream,1
3957,2016-02-15,fruit/vegetable juice,1
4841,2016-05-02,dish cleaner,1
2184,2016-12-07,margarine,1
3118,2016-12-29,yogurt,1
4728,2016-04-25,margarine,1
2527,2016-08-11,rice,1
2926,2016-11-08,oil,1
1773,2016-11-01,detergent,1
1801,2016-06-12,waffles,1
1916,2016-11-13,domestic eggs,1
2523,2016-04-04,yogurt,1
2550,2016-06-08,packaged fruit/vegetables,1
1319,2016-05-19,canned beer,1
1649,2016-05-16,other vegetables,1
2202,2016-08-07,white wine,1
2569,2016-07-16,whipped/sour cream,1
2925,2016-08-22,chocolate,1
2293,2016-06-24,root vegetables,1
2190,2016-10-11,napkins,1
2234,2016-12-24,red/blush wine,1
4779,2016-10-24,pot plants,1
3031,2016-10-27,chocolate,1
4275,2016-07-05,dental care,1
2696,2016-05-09,margarine,1
4453,2016-08-02,specialty vegetables,1
4776,2016-02-08,cream cheese,1
3471,2016-10-12,rolls/buns,1
3143,2016-01-21,UHT-milk,1
4312,2016-04-22,shopping bags,1
3327,2016-05-04,soft cheese,1
4344,2016-05-06,domestic eggs,1
1718,2016-03-11,salty snack,1
3041,2016-07-10,organic products,1
4110,2016-02-06,newspapers,1
2947,2016-04-28,bottled beer,1
4280,2016-12-06,pasta,1
3022,2016-11-15,cream cheese,1
1941,2016-09-16,pot plants,1
4494,2016-08-06,white bread,1
2749,2016-06-22,specialty chocolate,1
1241,2016-05-22,pasta,1
2066,2016-03-23,pasta,1
1777,2016-07-11,brown bread,1
2178,2016-05-03,salty snack,1
4727,2016-04-11,yogurt,1
3433,2016-10-01,salty snack,1
3035,2016-11-08,whole milk,1
1464,2016-03-07,soda,1
4161,2016-05-03,whipped/sour cream,1
2654,2016-11-25,pasta,1
2206,2016-03-21,pudding powder,1
3950,2016-12-05,chocolate,1
1706,2016-03-07,chocolate,1
3726,2016-05-26,hard cheese,1
3325,2016-11-29,frozen vegetables,1
3732,2016-11-29,cat food,1
2563,2016-01-06,bottled beer,1
4924,2016-03-01,chewing gum,1
1742,2016-12-12,salty snack,1
4929,2016-07-27,potato products,1
1092,2016-10-09,bottled beer,1
1907,2016-07-19,cream,1
3540,2016-03-05,bottled water,1
2990,2016-07-11,domestic eggs,1
4088,2016-03-05,detergent,1
2028,2016-12-20,bottled beer,1
3026,2016-01-24,artif. sweetener,1
2209,2016-04-20,other vegetables,1
4071,2016-10-15,napkins,1
4393,2016-11-24,dishes,1
2047,2016-05-08,soda,1
4610,2016-07-19,chocolate,1
1269,2016-09-30,softener,1
3629,2016-01-11,chocolate,1
1899,2016-10-19,Instant food products,1
1982,2016-02-24,frozen fruits,1
4977,2016-04-19,rolls/buns,1
2399,2016-02-12,pastry,1
2675,2016-09-15,rolls/buns,1
2760,2016-07-12,soda,1
2058,2016-06-04,fruit/vegetable juice,1
4065,2016-07-07,pastry,1
1450,2016-11-16,soda,1
3739,2016-08-06,soda,1
3128,2016-07-21,bottled water,1
2331,2016-11-28,bottled beer,1
2505,2016-10-10,rolls/buns,1
3758,2016-01-13,whole milk,1
3574,2016-02-13,white bread,1
2563,2016-12-29,domestic eggs,1
2128,2016-07-09,soda,1
1230,2016-01-27,soda,1
4373,2016-08-12,seasonal products,1
1693,2016-09-05,sugar,1
2743,2016-07-13,frozen vegetables,1
1612,2016-03-05,softener,1
1835,2016-06-22,cake bar,1
3574,2016-05-08,fruit/vegetable juice,1
4102,2016-04-08,hygiene articles,1
1283,2016-03-15,cream cheese,1
2494,2016-05-05,newspapers,1
1406,2016-12-28,fruit/vegetable juice,1
3910,2016-12-18,flower (seeds),1
3358,2016-02-21,whipped/sour cream,1
1943,2016-01-14,canned fish,1
1995,2016-06-12,margarine,1
4666,2016-02-24,house keeping products,1
1994,2016-03-11,coffee,1
4892,2016-01-09,spices,1
3531,2016-08-29,white wine,1
1148,2016-04-15,baking powder,1
1787,2016-10-31,napkins,1
4215,2016-05-31,popcorn,1
2158,2016-08-01,pickled vegetables,1
2510,2016-09-29,chocolate,1
3180,2016-10-19,waffles,1
3207,2016-08-08,candles,1
1226,2016-11-12,long life bakery product,1
1682,2016-06-25,cake bar,1
1509,2016-11-04,semi-finished bread,1
2364,2016-06-21,napkins,1
4679,2016-11-10,shopping bags,1
4324,2016-01-05,sweet spreads,1
3497,2016-06-14,brown bread,1
1008,2016-07-21,white wine,1
4572,2016-10-29,chocolate,1
4030,2016-07-04,fruit/vegetable juice,1
2422,2016-08-12,spread cheese,1
2694,2016-11-24,shopping bags,1
3481,2016-08-03,candy,1
3821,2016-01-03,chewing gum,1
3752,2016-08-20,bottled water,1
3262,2016-12-08,yogurt,1
1370,2016-06-28,canned beer,1
1090,2016-08-31,detergent,1
3862,2016-11-18,hygiene articles,1
4495,2016-04-08,yogurt,1
2492,2016-11-01,nut snack,1
4688,2016-08-01,hard cheese,1
3633,2016-07-14,napkins,1
3709,2016-08-08,fruit/vegetable juice,1
1220,2016-02-09,butter milk,1
4236,2016-11-25,newspapers,1
3308,2016-08-19,spices,1
1183,2016-06-12,canned beer,1
1999,2016-08-24,popcorn,1
4828,2016-10-11,oil,1
3608,2016-10-12,shopping bags,1
3983,2016-09-09,napkins,1
3460,2016-07-24,fruit/vegetable juice,1
1703,2016-02-21,newspapers,1
3002,2016-08-13,yogurt,1
4836,2016-08-17,long life bakery product,1
1561,2016-06-05,chewing gum,1
4731,2016-04-04,candy,1
3812,2016-11-13,white bread,1
2097,2016-10-01,rolls/buns,1
4986,2016-01-28,popcorn,1
4742,2016-11-15,canned fish,1
2502,2016-04-15,sugar,1
1135,2016-07-10,dessert,1
2403,2016-02-14,butter,1
4234,2016-07-17,hygiene articles,1
4068,2016-12-11,detergent,1
2311,2016-06-30,frozen vegetables,1
1353,2016-01-21,newspapers,1
3251,2016-07-05,napkins,1
1748,2016-03-08,canned fish,1
1638,2016-03-12,shopping bags,1
2170,2016-02-10,sugar,1
3903,2016-02-06,fruit/vegetable juice,1
1245,2016-06-27,soda,1
3237,2016-06-28,candy,1
1808,2016-07-21,candy,1
2552,2016-01-05,chocolate,1
2300,2016-09-19,flour,1
1187,2016-12-12,shopping bags,1
3037,2016-02-01,white bread,1
4941,2016-02-14,fruit/vegetable juice,1
4501,2016-05-08,shopping bags,1
3803,2016-12-23,whipped/sour cream,1
2762,2016-03-20,newspapers,1
4119,2016-02-12,soda,1
1340,2016-02-24,pastry,1
2193,2016-04-14,whole milk,1
1997,2016-07-21,brown bread,1
4546,2016-09-03,brown bread,1
4736,2016-07-21,UHT-milk,1
1959,2016-03-30,bottled water,1
1974,2016-05-03,brown bread,1
2421,2016-09-02,canned vegetables,1
1513,2016-08-03,chocolate,1
1905,2016-07-07,shopping bags,1
2810,2016-09-08,long life bakery product,1
2867,2016-11-12,canned vegetables,1
3962,2016-09-18,whipped/sour cream,1
1088,2016-11-30,baking powder,1
4976,2016-07-17,specialty chocolate,1
4056,2016-06-12,soda,1
3611,2016-02-13,pastry,1
1420,2016-01-14,oil,1
4286,2016-03-08,fruit/vegetable juice,1
4918,2016-01-27,canned fish,1
4783,2016-10-22,chocolate,1
3709,2016-10-26,herbs,1
4289,2016-10-08,hard cheese,1
1559,2016-10-03,brown bread,1
2900,2016-04-11,canned beer,1
1905,2016-02-21,seasonal products,1
3527,2016-09-29,canned vegetables,1
1495,2016-01-09,hygiene articles,1
3558,2016-04-03,specialty chocolate,1
3128,2016-04-20,whipped/sour cream,1
1863,2016-08-04,butter milk,1
3841,2016-07-19,domestic eggs,1
3903,2016-10-06,skin care,1
2658,2016-10-16,margarine,1
4272,2016-06-06,cat food,1
1120,2016-09-26,chocolate marshmallow,1
2676,2016-08-15,baking powder,1
1697,2016-05-21,condensed milk,1
2507,2016-08-25,pastry,1
4620,2016-03-11,yogurt,1
3365,2016-02-01,newspapers,1
2978,2016-06-05,whipped/sour cream,1
2910,2016-07-28,spread cheese,1
1061,2016-09-05,margarine,1
3276,2016-04-03,chocolate,1
1326,2016-06-19,soda,1
3023,2016-07-28,pickled vegetables,1
2185,2016-10-11,napkins,1
3552,2016-06-16,margarine,1
1967,2016-01-20,waffles,1
4708,2016-03-20,salty snack,1
2874,2016-02-15,soda,1
4177,2016-04-13,semi-finished bread,1
1663,2016-02-07,rolls/buns,1
2632,2016-03-02,frozen vegetables,1
1377,2016-03-14,zwieback,1
4162,2016-12-22,mustard,1
2270,2016-07-01,soda,1
4829,2016-11-03,yogurt,1
3811,2016-04-14,rolls/buns,1
4766,2016-09-29,rolls/buns,1
2436,2016-04-12,bottled water,1
3860,2016-05-05,chewing gum,1
4875,2016-05-12,detergent,1
1587,2016-07-01,bottled beer,1
4038,2016-07-08,white wine,1
4750,2016-09-21,hard cheese,1
1199,2016-12-10,salty snack,1
1603,2016-09-30,bottled beer,1
3111,2016-01-31,frozen vegetables,1
3894,2016-12-13,UHT-milk,1
1456,2016-09-18,seasonal products,1
2022,2016-03-04,long life bakery product,1
2443,2016-01-12,long life bakery product,1
4911,2016-01-07,newspapers,1
3835,2016-09-16,mustard,1
2363,2016-05-22,whipped/sour cream,1
2344,2016-04-19,candy,1
3911,2016-02-15,whipped/sour cream,1
1450,2016-07-08,yogurt,1
3495,2016-11-18,rolls/buns,1
1625,2016-11-27,soft cheese,1
3265,2016-12-09,cream cheese,1
3247,2016-11-01,zwieback,1
1777,2016-07-08,pot plants,1
1862,2016-09-05,coffee,1
2942,2016-02-01,oil,1
2932,2016-01-22,yogurt,1
4049,2016-08-01,semi-finished bread,1
1954,2016-08-06,canned beer,1
2321,2016-06-16,skin care,1
2930,2016-03-23,newspapers,1
3214,2016-03-27,long life bakery product,1
4877,2016-06-20,white bread,1
1277,2016-06-07,dessert,1
2239,2016-12-13,soda,1
4929,2016-03-26,seasonal products,1
1390,2016-03-02,frozen vegetables,1
1870,2016-09-09,bottled water,1
3405,2016-04-03,sliced cheese,1
2338,2016-12-08,hygiene articles,1
2051,2016-09-11,hygiene articles,1
3504,2016-07-06,spread cheese,1
3405,2016-04-13,UHT-milk,1
2512,2016-09-02,newspapers,1
4038,2016-11-06,beverages,1
1759,2016-09-26,brown bread,1
2813,2016-10-01,soda,1
3055,2016-08-18,waffles,1
1733,2016-03-18,soft cheese,1
1913,2016-08-18,whole milk,1
4864,2016-03-27,soda,1
4812,2016-05-27,flour,1
3042,2016-10-05,salty snack,1
4988,2016-10-04,curd,1
4486,2016-07-21,chocolate marshmallow,1
4069,2016-05-03,newspapers,1
4600,2016-07-14,cat food,1
3588,2016-05-05,dog food,1
4175,2016-01-29,other vegetables,1
2599,2016-07-30,frozen vegetables,1
4671,2016-07-15,rolls/buns,1
2270,2016-06-09,coffee,1
2494,2016-05-05,napkins,1
1406,2016-12-28,mayonnaise,1
3910,2016-12-18,shopping bags,1
3358,2016-02-21,yogurt,1
1943,2016-01-14,bottled beer,1
1995,2016-06-12,shopping bags,1
4666,2016-02-24,semi-finished bread,1
1994,2016-03-11,chocolate,1
4892,2016-01-09,soda,1
3531,2016-08-29,brown bread,1
1148,2016-04-15,sliced cheese,1
1787,2016-10-31,salty snack,1
4215,2016-05-31,whipped/sour cream,1
2158,2016-08-01,misc. beverages,1
2510,2016-09-29,frozen vegetables,1
3180,2016-10-19,canned beer,1
3207,2016-08-08,seasonal products,1
1226,2016-11-12,domestic eggs,1
1682,2016-06-25,frozen meals,1
1509,2016-11-04,frozen potato products,1
2364,2016-06-21,UHT-milk,1
4679,2016-11-10,bottled water,1
4324,2016-01-05,whole milk,1
3497,2016-06-14,pastry,1
1008,2016-07-21,photo/film,1
4572,2016-10-29,rolls/buns,1
4030,2016-07-04,canned beer,1
2422,2016-08-12,sugar,1
2694,2016-11-24,pot plants,1
3481,2016-08-03,yogurt,1
3821,2016-01-03,whole milk,1
3752,2016-08-20,liquor,1
3262,2016-12-08,UHT-milk,1
1370,2016-06-28,whole milk,1
1090,2016-08-31,pastry,1
3862,2016-11-18,yogurt,1
4495,2016-04-08,soda,1
2492,2016-11-01,canned beer,1
4688,2016-08-01,frozen vegetables,1
3633,2016-07-14,napkins,1
3709,2016-08-08,long life bakery product,1
1220,2016-02-09,dental care,1
4236,2016-11-25,misc. beverages,1
3308,2016-08-19,condensed milk,1
1183,2016-06-12,brown bread,1
1999,2016-08-24,hygiene articles,1
4828,2016-10-11,soda,1
3608,2016-10-12,artif. sweetener,1
3983,2016-09-09,white bread,1
3460,2016-07-24,nut snack,1
1703,2016-02-21,cream cheese,1
3002,2016-08-13,soups,1
4836,2016-08-17,detergent,1
1561,2016-06-05,dog food,1
4731,2016-04-04,sliced cheese,1
3812,2016-11-13,domestic eggs,1
2097,2016-10-01,domestic eggs,1
4986,2016-01-28,oil,1
4742,2016-11-15,soda,1
2502,2016-04-15,margarine,1
1135,2016-07-10,soda,1
2403,2016-02-14,napkins,1
4234,2016-07-17,detergent,1
4068,2016-12-11,specialty bar,1
2311,2016-06-30,rolls/buns,1
1353,2016-01-21,rolls/buns,1
3251,2016-07-05,margarine,1
1748,2016-03-08,sugar,1
1638,2016-03-12,jam,1
2170,2016-02-10,sauces,1
3903,2016-02-06,hygiene articles,1
1245,2016-06-27,shopping bags,1
3237,2016-06-28,fruit/vegetable juice,1
2843,2016-10-12,domestic eggs,1
3095,2016-10-13,bottled beer,1
4076,2016-05-22,roll products,1
1298,2016-06-23,dishes,1
4591,2016-06-13,female sanitary products,1
3592,2016-10-28,shopping bags,1
1305,2016-05-23,candy,1
4326,2016-11-06,shopping bags,1
3189,2016-02-03,candles,1
1991,2016-02-10,soda,1
2091,2016-08-02,canned beer,1
3100,2016-03-06,salty snack,1
4984,2016-04-26,soda,1
4444,2016-10-06,fruit/vegetable juice,1
4678,2016-12-17,shopping bags,1
1670,2016-11-22,hard cheese,1
3214,2016-01-14,canned vegetables,1
2772,2016-03-18,shopping bags,1
4343,2016-12-21,rolls/buns,1
4351,2016-08-21,pot plants,1
1598,2016-03-02,sliced cheese,1
4469,2016-10-18,chocolate,1
1788,2016-12-05,frozen vegetables,1
3768,2016-08-01,bottled water,1
4661,2016-03-01,organic products,1
3801,2016-08-17,newspapers,1
4109,2016-10-04,white bread,1
2485,2016-03-24,hard cheese,1
2365,2016-06-11,candles,1
2602,2016-02-08,margarine,1
2391,2016-12-05,bottled beer,1
3483,2016-09-08,dishes,1
2512,2016-01-31,rolls/buns,1
2652,2016-08-01,kitchen towels,1
1777,2016-12-03,misc. beverages,1
4007,2016-12-23,white bread,1
2653,2016-04-17,chocolate,1
2703,2016-09-21,soups,1
4322,2016-11-14,canned beer,1
2270,2016-02-04,bottled water,1
2306,2016-10-09,shopping bags,1
1539,2016-09-27,rolls/buns,1
2517,2016-12-12,whole milk,1
3254,2016-10-19,cream cheese,1
1711,2016-03-21,shopping bags,1
2560,2016-06-07,rolls/buns,1
4891,2016-10-06,rolls/buns,1
1622,2016-02-12,margarine,1
1028,2016-06-02,flower (seeds),1
1416,2016-08-22,oil,1
1037,2016-12-16,canned beer,1
4293,2016-04-23,Instant food products,1
3054,2016-04-09,misc. beverages,1
4467,2016-04-23,newspapers,1
4811,2016-11-02,rolls/buns,1
4749,2016-02-15,detergent,1
1825,2016-11-21,oil,1
4685,2016-07-19,sugar,1
3621,2016-07-14,whipped/sour cream,1
3219,2016-08-04,dishes,1
1444,2016-12-29,margarine,1
1698,2016-07-22,brown bread,1
3328,2016-04-15,rice,1
3704,2016-04-30,newspapers,1
4124,2016-09-09,shopping bags,1
4357,2016-10-10,house keeping products,1
2073,2016-04-30,chocolate,1
4192,2016-09-12,sugar,1
3890,2016-10-26,canned fish,1
3147,2016-12-24,sauces,1
4550,2016-01-30,detergent,1
3183,2016-08-07,fruit/vegetable juice,1
1878,2016-10-17,misc. beverages,1
2523,2016-02-12,soda,1
2227,2016-06-20,mustard,1
2267,2016-02-26,other vegetables,1
4806,2016-10-27,yogurt,1
2422,2016-11-11,misc. beverages,1
1164,2016-03-30,canned vegetables,1
3096,2016-06-23,oil,1
1821,2016-05-21,long life bakery product,1
2298,2016-10-06,misc. beverages,1
4515,2016-05-10,yogurt,1
3079,2016-03-10,soda,1
3352,2016-06-13,yogurt,1
1545,2016-10-17,semi-finished bread,1
2999,2016-08-03,meat spreads,1
1230,2016-11-19,misc. beverages,1
2578,2016-01-25,bottled water,1
4611,2016-08-27,bottled water,1
3575,2016-01-24,sugar,1
2517,2016-09-29,other vegetables,1
2471,2016-03-19,misc. beverages,1
2560,2016-06-19,sweet spreads,1
4492,2016-06-14,soda,1
1217,2016-02-18,pastry,1
2950,2016-10-10,roll products,1
4337,2016-10-26,napkins,1
2599,2016-01-27,salty snack,1
2924,2016-11-19,sugar,1
3734,2016-09-05,butter milk,1
3985,2016-07-24,candy,1
1823,2016-11-11,hygiene articles,1
1722,2016-08-27,pastry,1
3818,2016-03-29,soda,1
4924,2016-06-11,yogurt,1
3194,2016-05-03,napkins,1
2156,2016-08-07,bottled water,1
3182,2016-05-05,sweet spreads,1
2902,2016-08-16,chocolate,1
3450,2016-12-24,butter,1
4262,2016-09-11,whole milk,1
1276,2016-08-28,semi-finished bread,1
2184,2016-01-23,rolls/buns,1
1670,2016-06-30,newspapers,1
1198,2016-01-31,newspapers,1
1858,2016-01-25,hygiene articles,1
1404,2016-01-16,semi-finished bread,1
2899,2016-11-09,pot plants,1
2057,2016-11-13,shopping bags,1
2799,2016-02-27,bottled water,1
4913,2016-08-01,brown bread,1
2413,2016-06-26,domestic eggs,1
4819,2016-09-20,bottled water,1
3014,2016-07-15,cream cheese,1
1419,2016-04-07,newspapers,1
2589,2016-04-29,cereals,1
3648,2016-06-02,cream cheese,1
1349,2016-12-13,butter,1
2706,2016-10-03,bottled water,1
1144,2016-01-16,white bread,1
1275,2016-05-07,dessert,1
1851,2016-07-11,beverages,1
2305,2016-09-28,mustard,1
1905,2016-10-18,cream cheese,1
3732,2016-12-06,yogurt,1
2724,2016-04-30,semi-finished bread,1
3245,2016-03-19,margarine,1
2005,2016-04-20,soda,1
4643,2016-08-10,flour,1
2538,2016-07-27,bottled water,1
1173,2016-02-07,rolls/buns,1
1703,2016-02-15,mustard,1
3347,2016-01-24,other vegetables,1
1561,2016-07-25,long life bakery product,1
1632,2016-08-27,soda,1
2995,2016-02-18,flour,1
1318,2016-09-26,flour,1
1133,2016-02-26,rice,1
2357,2016-08-03,canned fish,1
4007,2016-03-13,cream cheese,1
2383,2016-01-02,specialty chocolate,1
3128,2016-08-30,brown bread,1
1372,2016-04-25,fruit/vegetable juice,1
1839,2016-08-16,napkins,1
3567,2016-02-17,napkins,1
3573,2016-04-03,sliced cheese,1
3765,2016-06-12,mustard,1
2875,2016-03-12,curd,1
3737,2016-11-21,soda,1
3535,2016-02-28,whole milk,1
4288,2016-11-13,pastry,1
1334,2016-03-07,butter,1
2046,2016-02-28,tea,1
1922,2016-10-07,butter,1
2184,2016-09-19,yogurt,1
2632,2016-09-23,canned vegetables,1
2108,2016-10-01,mayonnaise,1
2547,2016-11-24,butter,1
4720,2016-02-12,rolls/buns,1
4008,2016-05-19,margarine,1
1438,2016-11-28,sliced cheese,1
3027,2016-09-14,baking powder,1
1342,2016-01-07,rice,1
4952,2016-08-26,whole milk,1
1218,2016-08-20,frozen fish,1
4804,2016-11-19,domestic eggs,1
3319,2016-11-17,napkins,1
2459,2016-09-22,cat food,1
1123,2016-01-31,cling film/bags,1
1827,2016-07-01,yogurt,1
4769,2016-09-20,bottled beer,1
3769,2016-02-27,hygiene articles,1
4713,2016-01-28,herbs,1
1741,2016-12-20,curd,1
4238,2016-12-12,cereals,1
4051,2016-01-28,napkins,1
4960,2016-08-19,bottled water,1
4602,2016-08-26,coffee,1
3549,2016-02-12,rolls/buns,1
2746,2016-05-29,detergent,1
2444,2016-06-17,fruit/vegetable juice,1
3196,2016-11-04,shopping bags,1
4672,2016-11-05,fruit/vegetable juice,1
3308,2016-03-08,soda,1
3328,2016-08-16,domestic eggs,1
4923,2016-09-23,canned fruit,1
2981,2016-05-11,pickled vegetables,1
3615,2016-09-02,brown bread,1
1620,2016-03-22,napkins,1
2583,2016-02-15,salt,1
1362,2016-10-06,bottled water,1
2462,2016-01-08,candy,1
3198,2016-06-23,dish cleaner,1
3296,2016-05-22,baking powder,1
3447,2016-09-03,zwieback,1
4001,2016-03-30,candy,1
2082,2016-06-21,bottled water,1
1679,2016-12-08,salty snack,1
3605,2016-04-05,soda,1
3762,2016-01-04,frozen meals,1
2375,2016-09-03,rolls/buns,1
1617,2016-03-30,waffles,1
3399,2016-04-09,fruit/vegetable juice,1
1570,2016-03-15,waffles,1
1583,2016-03-24,hygiene articles,1
3348,2016-12-05,margarine,1
1427,2016-01-10,frozen meals,1
3041,2016-08-27,baking powder,1
1661,2016-11-08,shopping bags,1
1076,2016-06-12,bottled water,1
3545,2016-09-29,cereals,1
3593,2016-09-10,other vegetables,1
3891,2016-02-16,fruit/vegetable juice,1
2115,2016-11-18,cling film/bags,1
2480,2016-03-26,fruit/vegetable juice,1
1532,2016-06-20,napkins,1
2530,2016-06-13,cling film/bags,1
1803,2016-05-12,Instant food products,1
2604,2016-09-20,dishes,1
3595,2016-03-21,waffles,1
1442,2016-03-30,long life bakery product,1
1515,2016-11-09,hard cheese,1
2899,2016-11-24,rolls/buns,1
1845,2016-08-07,mayonnaise,1
4334,2016-04-28,fruit/vegetable juice,1
3885,2016-04-13,rolls/buns,1
1474,2016-06-02,misc. beverages,1
4783,2016-02-21,coffee,1
1379,2016-02-06,white bread,1
4217,2016-06-17,rolls/buns,1
4281,2016-09-14,canned beer,1
2690,2016-05-01,white wine,1
2543,2016-05-23,sauces,1
2300,2016-04-28,hygiene articles,1
4302,2016-04-05,newspapers,1
1930,2016-11-15,fruit/vegetable juice,1
2834,2016-12-02,napkins,1
2307,2016-05-26,bottled beer,1
3894,2016-01-25,pastry,1
1467,2016-08-20,newspapers,1
3952,2016-10-30,meat spreads,1
3016,2016-12-01,sugar,1
2118,2016-07-18,coffee,1
1940,2016-02-14,domestic eggs,1
1430,2016-09-04,salt,1
2738,2016-04-11,rolls/buns,1
1565,2016-11-30,whole milk,1
4755,2016-12-27,baking powder,1
1410,2016-11-08,salty snack,1
3829,2016-08-02,coffee,1
3086,2016-04-04,newspapers,1
4780,2016-06-09,ketchup,1
4085,2016-09-29,newspapers,1
3236,2016-01-26,waffles,1
2040,2016-05-31,popcorn,1
2370,2016-02-04,cleaner,1
4249,2016-02-27,shopping bags,1
2836,2016-08-14,napkins,1
1220,2016-01-01,chocolate,1
3520,2016-01-02,shopping bags,1
2566,2016-01-31,specialty cheese,1
2655,2016-01-05,shopping bags,1
4147,2016-04-18,newspapers,1
3364,2016-08-30,specialty bar,1
2370,2016-01-14,fruit/vegetable juice,1
3809,2016-02-08,oil,1
3744,2016-11-06,liqueur,1
1588,2016-01-19,dishes,1
4304,2016-02-01,sugar,1
2240,2016-09-20,brown bread,1
3175,2016-06-05,zwieback,1
1231,2016-10-27,flour,1
3599,2016-06-11,margarine,1
3738,2016-04-01,frozen vegetables,1
1593,2016-08-08,rolls/buns,1
1319,2016-01-10,soda,1
2105,2016-01-21,shopping bags,1
2056,2016-07-03,soda,1
3139,2016-04-21,whipped/sour cream,1
1098,2016-01-19,cat food,1
2601,2016-10-22,pastry,1
2694,2016-06-19,root vegetables,1
4524,2016-12-26,whipped/sour cream,1
1165,2016-04-13,chocolate,1
3705,2016-09-07,rolls/buns,1
1634,2016-05-28,whole milk,1
2030,2016-09-04,salty snack,1
4989,2016-06-19,white bread,1
1715,2016-07-04,shopping bags,1
4552,2016-08-13,bottled beer,1
1303,2016-03-29,bottled beer,1
1430,2016-02-09,cake bar,1
4559,2016-05-12,coffee,1
3848,2016-11-18,hard cheese,1
2162,2016-06-19,soft cheese,1
3719,2016-12-17,whole milk,1
3153,2016-04-28,yogurt,1
4462,2016-04-02,rolls/buns,1
2420,2016-09-27,shopping bags,1
3971,2016-06-17,domestic eggs,1
1611,2016-02-26,coffee,1
1225,2016-02-26,flour,1
1554,2016-05-21,newspapers,1
4624,2016-11-27,shopping bags,1
3337,2016-06-10,shopping bags,1
2265,2016-09-25,bathroom cleaner,1
4999,2016-01-24,napkins,1
4102,2016-11-03,whipped/sour cream,1
3853,2016-07-04,dessert,1
2265,2016-06-13,soft cheese,1
2452,2016-08-11,shopping bags,1
2829,2016-12-19,detergent,1
3926,2016-08-20,chocolate,1
3960,2016-10-21,sugar,1
3980,2016-09-16,canned fish,1
1116,2016-01-29,hard cheese,1
2663,2016-10-21,bottled beer,1
2164,2016-11-24,butter milk,1
3950,2016-05-12,detergent,1
1252,2016-04-13,dishes,1
4804,2016-12-27,pastry,1
4041,2016-09-07,rolls/buns,1
1894,2016-08-04,napkins,1
4977,2016-08-20,domestic eggs,1
2171,2016-09-03,bottled beer,1
3417,2016-12-15,sliced cheese,1
1175,2016-06-10,yogurt,1
4946,2016-02-17,chocolate,1
4662,2016-06-27,shopping bags,1
2869,2016-12-10,newspapers,1
4053,2016-03-22,vinegar,1
4574,2016-11-30,mustard,1
1110,2016-11-15,dishes,1
4700,2016-03-04,chewing gum,1
2565,2016-04-29,bottled beer,1
2468,2016-03-13,fruit/vegetable juice,1
4836,2016-11-13,soda,1
3504,2016-09-22,soda,1
1333,2016-04-03,chocolate,1
4039,2016-12-27,misc. beverages,1
2077,2016-05-15,specialty bar,1
3519,2016-12-13,sugar,1
2989,2016-01-30,whole milk,1
3737,2016-05-05,pudding powder,1
3558,2016-09-19,whipped/sour cream,1
3036,2016-07-13,other vegetables,1
3180,2016-07-03,newspapers,1
2978,2016-05-09,sugar,1
3985,2016-10-23,baking powder,1
4903,2016-12-08,hard cheese,1
2835,2016-10-09,newspapers,1
3783,2016-06-22,whipped/sour cream,1
1486,2016-12-14,other vegetables,1
4589,2016-10-08,napkins,1
1132,2016-02-19,salty snack,1
4827,2016-11-27,pudding powder,1
3361,2016-06-28,specialty bar,1
4681,2016-09-11,bottled beer,1
4197,2016-10-26,soda,1
3701,2016-01-22,shopping bags,1
4195,2016-10-01,rolls/buns,1
3429,2016-04-01,newspapers,1
2430,2016-01-20,chocolate,1
4330,2016-04-08,semi-finished bread,1
1783,2016-03-18,shopping bags,1
4025,2016-11-04,shopping bags,1
3399,2016-07-19,shopping bags,1
4766,2016-01-03,shopping bags,1
3562,2016-08-13,hygiene articles,1
2447,2016-01-21,napkins,1
1396,2016-07-22,chocolate,1
4633,2016-04-26,pickled vegetables,1
4695,2016-01-05,shopping bags,1
