memberNumber,purchaseDate,itemName
1927,2015-06-20,flour
3668,2015-10-24,rolls/buns
4385,2015-08-05,abrasive cleaner
3005,2015-11-26,margarine
2132,2015-01-24,chocolate
2484,2015-07-16,waffles
2264,2015-07-22,dish cleaner
3045,2015-08-16,chewing gum
4297,2015-05-30,brown bread
1050,2015-05-30,cat food
3718,2015-07-07,hygiene articles
1423,2015-10-13,syrup
1071,2015-09-26,fruit/vegetable juice
1399,2015-04-05,softener
2892,2015-08-19,coffee
2396,2015-08-19,margarine
3663,2015-01-02,roll products
4139,2015-03-25,bottled water
4044,2015-07-08,semi-finished bread
3639,2015-01-20,hygiene articles
1753,2015-10-03,sliced cheese
1835,2015-07-08,rice
1783,2015-02-14,misc. beverages
3863,2015-09-01,shopping bags
1229,2015-09-03,frozen potato products
2470,2015-05-01,red/blush wine
1828,2015-01-06,rolls/buns
3360,2015-04-12,candles
4690,2015-03-06,sliced cheese
4814,2015-01-08,hygiene articles
3099,2015-02-10,frozen dessert
3961,2015-06-23,bottled water
1948,2015-11-02,pastry
4414,2015-10-15,bottled water
2906,2015-11-13,bottled beer
2017,2015-10-07,seasonal products
2086,2015-06-18,detergent
3082,2015-11-10,pickled vegetables
4574,2015-05-01,bottled water
3696,2015-04-05,frozen vegetables
1653,2015-04-23,flour
2930,2015-04-03,coffee
3602,2015-10-07,margarine
1103,2015-07-28,tea
3223,2015-08-06,liquor
4788,2015-09-09,shopping bags
3358,2015-10-22,chocolate
4133,2015-02-02,soda
4160,2015-07-10,dish cleaner
2080,2015-07-23,long life bakery product
1877,2015-06-22,waffles
2243,2015-10-01,candles
2738,2015-01-16,sugar
3869,2015-08-12,chocolate
2924,2015-05-26,shopping bags
4613,2015-10-04,newspapers
3421,2015-10-18,organic products
4764,2015-08-28,whipped/sour cream
4800,2015-10-27,cat food
1288,2015-08-20,napkins
2194,2015-06-06,soda
2072,2015-08-12,yogurt
2950,2015-02-03,long life bakery product
1681,2015-07-06,bottled water
3957,2015-07-20,bottled water
1004,2015-10-13,rolls/buns
4048,2015-04-12,rolls/buns
2309,2015-04-17,newspapers
3238,2015-02-06,newspapers
3613,2015-10-20,flour
1716,2015-08-11,bottled water
3669,2015-06-25,shopping bags
4806,2015-09-13,domestic eggs
1434,2015-11-13,candles
3977,2015-02-01,frozen meals
4086,2015-01-14,napkins
3357,2015-06-22,mustard
2159,2015-10-08,sugar
2984,2015-09-25,fruit/vegetable juice
1351,2015-01-15,coffee
1359,2015-05-29,newspapers
3636,2015-08-10,sliced cheese
3783,2015-04-11,ready soups
2807,2015-06-02,rolls/buns
3960,2015-02-15,rolls/buns
4233,2015-06-23,whole milk
3683,2015-10-05,hard cheese
4838,2015-09-07,yogurt
2779,2015-01-21,abrasive cleaner
4297,2015-03-02,shopping bags
1258,2015-08-09,whipped/sour cream
2755,2015-11-25,chocolate
2340,2015-01-17,red/blush wine
1690,2015-05-09,curd cheese
2592,2015-09-08,shopping bags
2952,2015-01-12,newspapers
3246,2015-12-25,pastry
1900,2015-03-15,long life bakery product
3414,2015-05-22,napkins
1153,2015-08-10,ready soups
1751,2015-09-04,oil
2499,2015-11-01,shopping bags
2355,2015-02-19,pot plants
3660,2015-09-21,yogurt
2760,2015-06-20,pot plants
1028,2015-04-24,bottled water
4657,2015-04-03,soda
1569,2015-03-09,fruit/vegetable juice
3737,2015-07-06,brown bread
3462,2015-10-01,bottled beer
2921,2015-11-18,cream cheese
1111,2015-03-03,UHT-milk
1261,2015-10-06,flower (seeds)
1572,2015-03-31,white bread
1811,2015-06-02,pastry
3287,2015-11-12,cleaner
1020,2015-07-19,yogurt
2374,2015-09-16,artif. sweetener
2252,2015-03-10,seasonal products
3289,2015-03-21,fruit/vegetable juice
1312,2015-11-12,soft cheese
1045,2015-01-12,yogurt
1275,2015-01-18,butter milk
4241,2015-10-02,pot plants
1116,2015-06-22,soda
1356,2015-08-17,shopping bags
2354,2015-01-06,white bread
4045,2015-07-30,whipped/sour cream
3189,2015-04-16,dental care
3515,2015-05-31,canned beer
1169,2015-01-25,white bread
2299,2015-08-04,yogurt
3539,2015-11-07,pastry
2389,2015-06-06,UHT-milk
1487,2015-11-02,fruit/vegetable juice
4698,2015-01-20,white bread
3335,2015-09-05,long life bakery product
1065,2015-01-14,rum
4763,2015-02-27,pickled vegetables
2879,2015-06-27,artif. sweetener
1451,2015-08-28,processed cheese
1947,2015-01-07,white bread
4364,2015-04-13,coffee
4477,2015-10-14,dessert
1150,2015-09-06,bottled water
2873,2015-05-23,newspapers
3040,2015-10-11,white bread
4862,2015-06-08,Instant food products
2795,2015-06-27,fruit/vegetable juice
2254,2015-01-30,napkins
2066,2015-12-29,pastry
3180,2015-11-09,margarine
1205,2015-08-12,curd
4040,2015-11-14,chocolate
4760,2015-10-16,bottled water
2357,2015-06-05,whipped/sour cream
1507,2015-05-24,fruit/vegetable juice
1870,2015-06-10,rolls/buns
3900,2015-08-05,pudding powder
3627,2015-07-06,brandy
2098,2015-08-02,canned beer
2242,2015-04-27,liquor (appetizer)
3444,2015-01-07,rice
2437,2015-06-24,fruit/vegetable juice
2267,2015-06-10,hygiene articles
3930,2015-05-31,pastry
1964,2015-03-18,hard cheese
4362,2015-01-14,fruit/vegetable juice
2339,2015-05-20,baking powder
1663,2015-02-24,rolls/buns
2384,2015-01-14,tropical fruit
3013,2015-04-19,pastry
3765,2015-04-01,bottled beer
1446,2015-05-07,curd
2135,2015-02-15,salty snack
4872,2015-06-01,soda
4817,2015-05-14,salty snack
2571,2015-07-07,yogurt
4338,2015-07-07,frozen dessert
2760,2015-04-01,long life bakery product
4564,2015-10-11,yogurt
1862,2015-05-21,cookware
4155,2015-09-10,Instant food products
2965,2015-01-04,cat food
4854,2015-01-12,sugar
3349,2015-01-18,other vegetables
3416,2015-04-05,canned vegetables
1466,2015-08-23,bottled water
1032,2015-09-23,shopping bags
4489,2015-05-24,white bread
3862,2015-03-14,dental care
1181,2015-07-13,dishes
4772,2015-06-08,whipped/sour cream
3612,2015-05-31,flour
3266,2015-10-07,salty snack
4969,2015-01-07,baking powder
1035,2015-08-15,salt
2917,2015-04-22,hygiene articles
2861,2015-10-25,domestic eggs
3247,2015-08-09,rolls/buns
3913,2015-05-06,shopping bags
3877,2015-06-20,frozen dessert
1129,2015-11-14,brown bread
2605,2015-06-02,white bread
2308,2015-09-10,bottled beer
1412,2015-06-20,domestic eggs
3743,2015-01-06,domestic eggs
2937,2015-10-06,white bread
1932,2015-07-06,oil
3857,2015-04-03,butter
3810,2015-07-21,soft cheese
1241,2015-08-14,long life bakery product
1607,2015-10-12,rolls/buns
3854,2015-06-26,soda
4509,2015-07-30,shopping bags
2654,2015-08-08,sweet spreads
2511,2015-10-04,bottled water
4337,2015-04-27,specialty bar
2993,2015-07-08,specialty chocolate
3138,2015-12-28,napkins
3518,2015-02-08,domestic eggs
1057,2015-01-06,soda
2125,2015-04-02,oil
4137,2015-07-23,frozen vegetables
4761,2015-11-24,baking powder
1162,2015-03-28,fruit/vegetable juice
1761,2015-02-26,newspapers
3507,2015-07-20,margarine
3104,2015-02-06,rolls/buns
2070,2015-04-27,napkins
4266,2015-02-19,coffee
4187,2015-05-04,snack products
3297,2015-05-29,cat food
2618,2015-01-05,bottled water
3895,2015-06-02,margarine
4657,2015-09-21,flour
2042,2015-04-17,pasta
1342,2015-04-03,soda
2784,2015-05-26,house keeping products
4110,2015-01-25,brown bread
2908,2015-04-27,rolls/buns
3489,2015-08-26,coffee
1335,2015-01-03,oil
2718,2015-02-07,soups
1153,2015-03-28,dish cleaner
4165,2015-04-03,roll products
3769,2015-01-31,white bread
1733,2015-02-27,newspapers
2290,2015-12-23,fruit/vegetable juice
2669,2015-03-24,pastry
1852,2015-03-04,Instant food products
4515,2015-03-06,white bread
4875,2015-04-15,salt
3437,2015-10-31,bottled beer
1494,2015-05-16,yogurt
4505,2015-12-30,chocolate
2440,2015-11-10,pastry
2603,2015-06-28,shopping bags
4629,2015-11-23,yogurt
3382,2015-04-01,pastry
4509,2015-06-06,fruit/vegetable juice
1510,2015-10-13,whole milk
2470,2015-12-12,bottled water
4487,2015-04-08,cat food
4574,2015-11-22,specialty fat
4005,2015-05-13,vinegar
1379,2015-06-11,female sanitary products
3830,2015-10-12,pastry
4812,2015-06-09,candy
3956,2015-01-01,chocolate
4234,2015-10-01,napkins
3180,2015-07-30,sugar
3300,2015-07-31,cat food
4287,2015-07-20,canned vegetables
1628,2015-02-10,softener
2033,2015-04-05,pot plants
2517,2015-04-17,cream cheese
2430,2015-01-28,pastry
3108,2015-03-25,bottled beer
4574,2015-04-18,instant coffee
2851,2015-05-05,salad dressing
4719,2015-02-12,fruit/vegetable juice
1128,2015-03-27,frozen vegetables
1571,2015-11-17,onions
1810,2015-04-30,curd
3062,2015-07-09,bottled water
4681,2015-01-13,bottled water
4671,2015-08-13,canned fish
4533,2015-04-13,cereals
2579,2015-12-12,yogurt
3493,2015-02-09,canned beer
1450,2015-02-04,cling film/bags
1961,2015-04-06,other vegetables
4302,2015-10-07,chocolate
3950,2015-01-22,white bread
2718,2015-02-09,white bread
1870,2015-02-01,napkins
3855,2015-05-07,vinegar
4107,2015-06-03,soda
3476,2015-07-05,fruit/vegetable juice
4721,2015-05-01,semi-finished bread
3208,2015-09-20,fruit/vegetable juice
4349,2015-08-11,pickled vegetables
1378,2015-12-10,soft cheese
4929,2015-06-27,frozen vegetables
3186,2015-04-24,long life bakery product
1482,2015-09-24,shopping bags
1145,2015-09-13,soda
2777,2015-09-14,soda
1232,2015-08-08,canned beer
2825,2015-04-21,curd cheese
3785,2015-02-13,cream cheese
3000,2015-08-22,cat food
1980,2015-07-17,chocolate marshmallow
2154,2015-09-24,chocolate
1242,2015-12-16,chocolate
1824,2015-11-28,soda
2774,2015-06-28,domestic eggs
2366,2015-10-11,dish cleaner
1987,2015-12-26,long life bakery product
2306,2015-05-07,fruit/vegetable juice
4979,2015-02-28,newspapers
4543,2015-06-29,long life bakery product
4021,2015-04-23,napkins
4623,2015-11-19,shopping bags
4547,2015-09-07,newspapers
2729,2015-08-22,cleaner
4471,2015-04-13,mustard
1625,2015-12-24,jam
2787,2015-09-30,sugar
4541,2015-07-06,cream cheese
3529,2015-02-26,bottled water
2984,2015-04-22,pastry
1685,2015-10-18,waffles
4520,2015-03-23,bottled water
2355,2015-01-15,yogurt
3883,2015-03-05,sweet spreads
4922,2015-07-12,whole milk
3423,2015-07-16,chocolate
1129,2015-12-21,specialty chocolate
4018,2015-02-21,newspapers
3189,2015-07-01,fruit/vegetable juice
1235,2015-11-01,soda
2262,2015-10-06,newspapers
4100,2015-04-23,dental care
1553,2015-09-05,domestic eggs
3628,2015-08-01,female sanitary products
2280,2015-12-11,soda
4236,2015-05-13,skin care
1358,2015-12-15,newspapers
4638,2015-10-11,photo/film
1343,2015-11-27,white bread
3612,2015-02-16,seasonal products
4596,2015-02-19,white wine
2399,2015-03-26,bottled water
3300,2015-07-10,domestic eggs
3502,2015-02-14,soda
1127,2015-02-06,roll products
1296,2015-05-19,flower (seeds)
3739,2015-01-12,salty snack
4661,2015-02-15,soda
3287,2015-04-23,pastry
4746,2015-01-02,newspapers
4282,2015-06-20,hair spray
3757,2015-04-07,mayonnaise
3279,2015-10-09,shopping bags
3387,2015-09-22,fruit/vegetable juice
2553,2015-12-26,rolls/buns
3697,2015-02-11,dessert
1819,2015-12-22,fruit/vegetable juice
2607,2015-01-25,misc. beverages
2615,2015-05-29,rolls/buns
1196,2015-08-15,newspapers
2926,2015-06-16,specialty bar
2294,2015-01-08,bottled beer
4967,2015-04-22,coffee
1284,2015-09-01,soups
2089,2015-05-03,margarine
1284,2015-06-26,rolls/buns
1246,2015-03-03,yogurt
3038,2015-04-18,baking powder
2910,2015-03-28,canned fish
3957,2015-09-01,newspapers
4493,2015-03-16,canned beer
1972,2015-05-02,whipped/sour cream
2492,2015-03-10,candles
2943,2015-09-11,canned beer
2686,2015-12-20,pastry
3968,2015-11-05,frozen vegetables
1955,2015-06-03,napkins
2665,2015-10-11,specialty chocolate
3850,2015-03-27,coffee
2973,2015-10-31,sliced cheese
3264,2015-06-27,spread cheese
1591,2015-01-15,bottled beer
1747,2015-09-07,rolls/buns
1255,2015-09-26,red/blush wine
4683,2015-09-17,specialty chocolate
1102,2015-04-13,white wine
4618,2015-11-18,pickled vegetables
2508,2015-05-28,dessert
4165,2015-04-03,newspapers
2168,2015-10-06,butter
2929,2015-10-22,pastry
1316,2015-01-17,whipped/sour cream
3991,2015-07-03,margarine
2142,2015-08-27,Instant food products
4671,2015-10-22,domestic eggs
1051,2015-12-26,shopping bags
1410,2015-06-24,shopping bags
3752,2015-11-25,shopping bags
1054,2015-01-16,fruit/vegetable juice
2591,2015-09-01,beverages
2454,2015-07-22,yogurt
2510,2015-04-20,frozen fruits
1946,2015-04-29,shopping bags
4069,2015-08-04,brown bread
2778,2015-05-09,bottled beer
1175,2015-09-20,oil
4292,2015-01-19,pot plants
3776,2015-03-16,chewing gum
2573,2015-05-08,rolls/buns
2510,2015-06-23,long life bakery product
1003,2015-01-19,dental care
4699,2015-07-21,cat food
3189,2015-10-28,kitchen towels
4406,2015-04-06,dessert
2325,2015-01-20,long life bakery product
4069,2015-08-10,Instant food products
1726,2015-05-15,detergent
3026,2015-06-10,ice cream
4015,2015-05-02,shopping bags
3260,2015-12-30,waffles
3890,2015-12-21,frozen potato products
2237,2015-10-10,margarine
2641,2015-07-20,butter
2581,2015-08-02,curd
2030,2015-09-06,newspapers
2024,2015-07-21,yogurt
1729,2015-04-19,pastry
2331,2015-04-08,sugar
1890,2015-09-12,rice
4579,2015-05-10,waffles
3140,2015-08-03,butter
4492,2015-04-24,chocolate
3537,2015-03-26,bottled water
3581,2015-10-23,sugar
4924,2015-01-19,cereals
2589,2015-04-11,cookware
3302,2015-06-22,napkins
4566,2015-04-13,hard cheese
2758,2015-01-30,dishes
4790,2015-09-07,frozen vegetables
4178,2015-12-18,white bread
2051,2015-05-01,cream cheese
1647,2015-11-20,flour
2778,2015-05-15,shopping bags
1651,2015-03-23,domestic eggs
3760,2015-09-11,shopping bags
4511,2015-09-15,rice
4674,2015-05-31,whole milk
3684,2015-07-20,fruit/vegetable juice
3094,2015-06-26,bottled water
2726,2015-08-02,soft cheese
4897,2015-11-25,canned fish
3408,2015-04-07,waffles
4294,2015-03-03,coffee
4404,2015-04-29,cream cheese
3692,2015-02-01,misc. beverages
2370,2015-07-27,soda
2137,2015-04-25,napkins
4272,2015-07-22,pickled vegetables
3042,2015-07-11,oil
2974,2015-09-02,waffles
1967,2015-11-03,dental care
1208,2015-08-03,bottled water
2436,2015-11-27,bottled water
3379,2015-12-10,butter milk
3148,2015-10-25,chocolate
2831,2015-05-25,margarine
1796,2015-08-06,coffee
4729,2015-12-27,fruit/vegetable juice
3308,2015-11-05,light bulbs
3848,2015-01-04,brown bread
1641,2015-02-09,pastry
1279,2015-04-28,sliced cheese
3495,2015-09-03,hygiene articles
4484,2015-04-23,bottled water
4578,2015-08-13,pot plants
1027,2015-09-22,bottled water
2388,2015-08-28,chewing gum
4762,2015-07-08,newspapers
4687,2015-06-13,processed cheese
1965,2015-01-02,yogurt
3246,2015-10-04,yogurt
2541,2015-01-14,specialty bar
4363,2015-12-24,frozen vegetables
4143,2015-03-07,salt
2038,2015-02-04,soda
1865,2015-06-06,brown bread
1003,2015-02-27,rolls/buns
3358,2015-09-09,pudding powder
4782,2015-10-30,pickled vegetables
4952,2015-07-15,curd
4042,2015-07-26,canned beer
2907,2015-09-02,domestic eggs
4693,2015-03-29,shopping bags
1980,2015-09-12,frozen vegetables
4217,2015-07-27,sweet spreads
4106,2015-09-21,pastry
4137,2015-09-12,curd
2862,2015-06-02,shopping bags
4115,2015-05-07,coffee
3394,2015-11-22,shopping bags
2729,2015-05-22,spices
1949,2015-10-18,napkins
4832,2015-08-28,bottled beer
1276,2015-06-07,house keeping products
3584,2015-07-20,white bread
2958,2015-12-17,chocolate
4061,2015-07-04,frozen potato products
3568,2015-08-13,soda
1680,2015-05-15,dog food
1588,2015-07-19,processed cheese
2923,2015-11-02,specialty bar
4751,2015-03-02,candy
1633,2015-07-05,shopping bags
2235,2015-10-13,canned beer
1466,2015-04-09,waffles
3520,2015-05-12,pudding powder
3090,2015-06-07,shopping bags
2341,2015-12-22,shopping bags
2140,2015-10-06,bottled beer
1017,2015-10-14,pet care
2177,2015-08-19,coffee
3129,2015-06-02,dessert
4299,2015-10-21,rolls/buns
1294,2015-06-24,dishes
2851,2015-01-16,misc. beverages
3948,2015-04-08,toilet cleaner
2047,2015-04-28,semi-finished bread
1910,2015-02-26,chocolate
2834,2015-08-01,shopping bags
1561,2015-05-15,coffee
1552,2015-01-09,baby cosmetics
3353,2015-05-10,yogurt
1646,2015-06-17,frozen vegetables
1554,2015-01-31,vinegar
1622,2015-05-17,shopping bags
3575,2015-05-03,photo/film
4396,2015-03-20,shopping bags
4858,2015-01-14,misc. beverages
1012,2015-06-22,brown bread
4137,2015-12-21,fruit/vegetable juice
1342,2015-02-14,white bread
2573,2015-01-21,soda
4437,2015-11-13,napkins
2175,2015-05-23,frozen fish
3879,2015-08-18,dessert
4378,2015-10-05,flour
4721,2015-07-01,specialty bar
2138,2015-10-01,whisky
4673,2015-12-10,processed cheese
1806,2015-06-20,shopping bags
2924,2015-03-27,rolls/buns
4201,2015-10-21,chewing gum
2763,2015-05-31,canned beer
3101,2015-05-21,chocolate
1235,2015-05-26,roll products
4715,2015-09-04,pet care
4684,2015-07-11,specialty vegetables
4840,2015-04-15,canned beer
3137,2015-11-29,spread cheese
2121,2015-04-22,flower (seeds)
3054,2015-01-17,waffles
3156,2015-01-02,soda
3965,2015-09-21,white bread
2011,2015-01-20,fruit/vegetable juice
2184,2015-05-19,whole milk
3777,2015-02-26,whole milk
2199,2015-01-30,rolls/buns
1983,2015-10-02,bathroom cleaner
2806,2015-01-21,long life bakery product
3657,2015-07-28,female sanitary products
1606,2015-08-05,red/blush wine
4211,2015-03-22,detergent
3822,2015-09-04,canned beer
2868,2015-04-02,salty snack
4674,2015-05-15,salty snack
1130,2015-08-18,softener
3530,2015-06-18,soda
1998,2015-02-22,waffles
1174,2015-11-19,pickled vegetables
1070,2015-11-05,newspapers
1654,2015-08-10,female sanitary products
4104,2015-11-05,curd cheese
3113,2015-01-06,cling film/bags
3911,2015-03-24,chocolate
1057,2015-03-05,pickled vegetables
1618,2015-11-17,mustard
3385,2015-05-04,pet care
3462,2015-02-04,rolls/buns
1773,2015-12-18,canned vegetables
4202,2015-02-28,long life bakery product
2258,2015-03-05,frozen meals
3474,2015-11-26,roll products
2421,2015-05-06,UHT-milk
3722,2015-07-05,semi-finished bread
4894,2015-09-23,fruit/vegetable juice
3514,2015-07-23,frozen meals
3807,2015-03-02,fruit/vegetable juice
2660,2015-03-20,whole milk
1419,2015-05-17,pastry
2271,2015-09-30,yogurt
3188,2015-05-08,canned fish
1598,2015-04-25,rolls/buns
1337,2015-08-06,napkins
4740,2015-10-10,dog food
3275,2015-12-04,frozen potato products
2832,2015-05-30,bottled water
1609,2015-07-02,napkins
2627,2015-05-17,cat food
4285,2015-08-17,mustard
3418,2015-11-27,domestic eggs
4732,2015-12-03,napkins
3442,2015-11-16,fruit/vegetable juice
3946,2015-12-26,cake bar
2990,2015-03-30,long life bakery product
3225,2015-07-15,whipped/sour cream
1494,2015-11-23,cat food
3549,2015-12-06,dish cleaner
3384,2015-09-23,seasonal products
3746,2015-01-03,butter
3603,2015-08-13,zwieback
2120,2015-05-30,potato products
2065,2015-10-20,sugar
1285,2015-10-27,soda
3835,2015-05-08,misc. beverages
2160,2015-01-15,rolls/buns
4995,2015-06-02,domestic eggs
1970,2015-01-29,whipped/sour cream
2043,2015-07-07,fruit/vegetable juice
3487,2015-01-09,seasonal products
2524,2015-10-17,potato products
2045,2015-02-10,brandy
2445,2015-05-31,ice cream
4616,2015-01-31,Instant food products
2195,2015-03-08,sliced cheese
1883,2015-05-31,misc. beverages
2083,2015-10-21,coffee
4576,2015-11-21,napkins
4464,2015-04-11,hard cheese
3925,2015-07-26,margarine
4450,2015-10-31,rolls/buns
1059,2015-06-11,spread cheese
4113,2015-03-14,coffee
4154,2015-07-26,domestic eggs
2490,2015-04-19,pickled vegetables
1551,2015-04-28,instant coffee
1275,2015-11-06,dental care
3935,2015-10-19,waffles
3487,2015-10-25,sugar
3986,2015-09-08,chewing gum
3282,2015-10-26,rolls/buns
4488,2015-10-20,curd
4946,2015-04-03,frozen meals
4081,2015-04-16,newspapers
1603,2015-03-16,sugar
1107,2015-08-13,pastry
2272,2015-07-25,salty snack
4705,2015-04-12,pot plants
1811,2015-08-16,bottled beer
2772,2015-08-03,cat food
4412,2015-12-09,shopping bags
1219,2015-10-02,brown bread
4435,2015-10-17,newspapers
2715,2015-01-28,napkins
2121,2015-11-03,bottled water
2802,2015-04-27,white wine
1741,2015-07-19,bottled beer
4278,2015-07-03,newspapers
1634,2015-02-10,herbs
3856,2015-02-08,long life bakery product
3029,2015-10-19,dog food
3361,2015-06-23,soda
4613,2015-07-17,domestic eggs
1805,2015-11-11,mustard
2147,2015-05-02,chocolate
1864,2015-04-29,softener
2789,2015-09-19,bottled water
2296,2015-06-12,other vegetables
1526,2015-05-11,cat food
4951,2015-05-10,canned beer
3809,2015-05-11,whole milk
2685,2015-12-06,seasonal products
1107,2015-07-22,semi-finished bread
4264,2015-07-20,spices
4974,2015-11-05,shopping bags
1081,2015-02-11,yogurt
1111,2015-05-07,whipped/sour cream
4683,2015-06-30,flour
2835,2015-11-21,shopping bags
4123,2015-07-07,cooking chocolate
1613,2015-08-02,butter
3361,2015-01-14,bottled beer
3425,2015-07-02,newspapers
3617,2015-08-02,fruit/vegetable juice
4669,2015-08-05,domestic eggs
1922,2015-07-02,sugar
2947,2015-03-03,cream cheese
3953,2015-05-13,bottled beer
1169,2015-04-15,napkins
4192,2015-02-17,oil
1239,2015-08-02,waffles
3041,2015-02-18,shopping bags
2520,2015-01-16,newspapers
2426,2015-09-12,napkins
1235,2015-11-05,processed cheese
3799,2015-09-17,chocolate
1124,2015-03-05,hygiene articles
3035,2015-04-16,baking powder
4832,2015-12-18,soda
2394,2015-02-24,coffee
4185,2015-11-20,fruit/vegetable juice
1832,2015-09-01,specialty chocolate
2666,2015-04-11,pastry
4686,2015-11-24,margarine
2120,2015-01-21,napkins
1186,2015-02-09,butter
2377,2015-02-13,bottled beer
3675,2015-07-13,mayonnaise
3466,2015-05-31,newspapers
4211,2015-05-02,curd cheese
2832,2015-08-04,newspapers
4811,2015-09-12,newspapers
3619,2015-12-21,newspapers
1722,2015-10-13,dessert
1681,2015-04-20,soda
4097,2015-07-14,whole milk
3878,2015-04-19,long life bakery product
4983,2015-06-21,margarine
3100,2015-08-11,pastry
1680,2015-12-10,soda
2041,2015-09-10,zwieback
3006,2015-01-06,brown bread
1445,2015-01-23,rolls/buns
2920,2015-12-03,bottled beer
3495,2015-10-22,candy
4401,2015-10-09,whipped/sour cream
1219,2015-07-03,instant coffee
4331,2015-05-25,margarine
2881,2015-06-01,canned vegetables
2475,2015-01-02,dishes
1171,2015-09-04,pasta
2137,2015-01-19,hard cheese
1180,2015-02-02,whole milk
2679,2015-11-14,liqueur
2025,2015-09-04,whole milk
2394,2015-05-20,semi-finished bread
1472,2015-11-05,hygiene articles
2197,2015-07-06,onions
4824,2015-06-19,newspapers
2322,2015-01-19,newspapers
4639,2015-11-22,hygiene articles
3544,2015-07-13,newspapers
1256,2015-06-17,coffee
2456,2015-03-15,fruit/vegetable juice
3728,2015-10-28,white bread
2619,2015-01-12,condensed milk
1010,2015-04-10,sliced cheese
4264,2015-02-18,soda
2576,2015-07-10,popcorn
3718,2015-03-30,soda
1950,2015-10-11,sugar
4520,2015-03-01,brown bread
1353,2015-12-22,bottled water
4194,2015-11-19,newspapers
3095,2015-11-26,soda
1130,2015-11-01,soda
4796,2015-01-08,soda
2710,2015-12-18,waffles
3548,2015-12-03,whipped/sour cream
3558,2015-11-09,yogurt
4474,2015-04-02,fruit/vegetable juice
3878,2015-11-27,rolls/buns
1221,2015-11-15,bottled water
1009,2015-01-24,cocoa drinks
1169,2015-06-05,cleaner
3959,2015-12-03,softener
2355,2015-12-29,white bread
2845,2015-11-26,frozen chicken
2320,2015-03-15,dishes
4169,2015-03-30,salty snack
4800,2015-03-14,detergent
3972,2015-10-09,hygiene articles
4322,2015-07-25,coffee
3459,2015-12-04,processed cheese
2654,2015-04-07,bottled beer
3113,2015-10-11,margarine
1456,2015-05-26,softener
3947,2015-12-05,red/blush wine
2230,2015-11-14,instant coffee
4133,2015-08-04,whole milk
1761,2015-04-05,shopping bags
2958,2015-03-11,candy
4923,2015-04-03,specialty bar
4412,2015-03-11,napkins
3368,2015-11-19,specialty bar
1307,2015-10-03,canned beer
4793,2015-11-25,ice cream
1080,2015-11-02,soda
4693,2015-06-04,pastry
4167,2015-08-28,fruit/vegetable juice
3474,2015-01-31,long life bakery product
3945,2015-10-15,cereals
3499,2015-10-14,canned beer
1753,2015-06-05,fruit/vegetable juice
2524,2015-03-31,hygiene articles
1105,2015-06-14,white bread
2581,2015-05-26,dessert
3793,2015-12-10,brown bread
1690,2015-05-30,rolls/buns
3496,2015-12-20,long life bakery product
4526,2015-09-27,shopping bags
4129,2015-04-02,napkins
1761,2015-10-29,mustard
3498,2015-08-16,napkins
2656,2015-03-31,newspapers
4262,2015-03-03,napkins
3289,2015-01-24,domestic eggs
1679,2015-10-23,cake bar
2594,2015-01-06,hard cheese
4538,2015-06-18,dishes
4941,2015-10-25,chocolate marshmallow
4564,2015-07-06,newspapers
4290,2015-09-04,soda
2202,2015-01-02,sauces
2343,2015-08-19,canned beer
2209,2015-08-25,photo/film
1404,2015-10-02,sweet spreads
3914,2015-11-12,specialty bar
4065,2015-05-06,flower (seeds)
4220,2015-08-04,chocolate
1074,2015-05-08,shopping bags
2434,2015-12-09,pet care
2633,2015-07-28,waffles
1143,2015-11-18,pickled vegetables
3767,2015-06-22,male cosmetics
2661,2015-08-28,napkins
2093,2015-12-24,specialty bar
2696,2015-11-23,bottled water
2927,2015-01-13,hygiene articles
4003,2015-12-21,detergent
3451,2015-01-08,soda
1750,2015-06-16,rolls/buns
1085,2015-05-25,newspapers
2034,2015-06-28,UHT-milk
4676,2015-02-21,rolls/buns
4132,2015-12-02,newspapers
2822,2015-06-16,salty snack
3645,2015-05-31,yogurt
1446,2015-03-26,shopping bags
2222,2015-02-22,canned vegetables
4426,2015-08-04,cake bar
1854,2015-09-30,soft cheese
4645,2015-02-05,waffles
2674,2015-09-03,chewing gum
1369,2015-12-01,flour
4325,2015-07-19,coffee
4335,2015-06-28,pickled vegetables
2642,2015-01-09,yogurt
1318,2015-02-15,yogurt
1062,2015-05-08,frozen fruits
4131,2015-03-20,bags
3793,2015-11-13,coffee
2618,2015-09-06,misc. beverages
4090,2015-06-03,shopping bags
1480,2015-05-05,detergent
4078,2015-06-21,margarine
2817,2015-06-19,bottled water
1999,2015-04-02,white wine
2490,2015-03-27,rolls/buns
1991,2015-12-23,soap
4156,2015-04-03,potato products
1215,2015-04-28,yogurt
1612,2015-11-26,canned vegetables
3495,2015-02-18,canned vegetables
3749,2015-04-29,specialty cheese
1514,2015-02-26,shopping bags
2892,2015-11-20,pastry
4562,2015-05-26,soda
2568,2015-11-21,waffles
2750,2015-01-11,sparkling wine
4348,2015-02-11,white bread
4241,2015-09-22,cat food
2707,2015-10-30,specialty bar
4441,2015-02-15,bottled beer
1646,2015-07-21,hygiene articles
4427,2015-12-08,bathroom cleaner
3764,2015-05-26,bottled water
4680,2015-01-23,chocolate marshmallow
2155,2015-08-17,whole milk
4510,2015-11-01,cream cheese
